Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
170460 Chapada de Areia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170550 Colinas do Tocantins;-;-;-;-;-;1;1;-;1;-;-;1;-;4
171670 Colméia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
170555 Combinado;-;-;-;-;-;-;-;-;-;-;1;-;-;1
170560 Conceição do Tocantins;-;-;-;-;-;-;-;-;-;-;1;-;-;1
170600 Couto Magalhães;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170610 Cristalândia;-;-;-;-;-;-;-;-;-;-;1;1;-;2
170625 Crixás do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170650 Darcinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170700 Dianópolis;-;-;-;-;-;1;-;-;-;-;-;1;-;2
170710 Divinópolis do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170720 Dois Irmãos do Tocantins;-;-;-;1;-;-;-;-;-;-;1;-;-;2
170730 Dueré;-;-;-;-;-;-;-;1;-;-;-;-;-;1
170740 Esperantina;-;-;-;-;1;-;1;-;-;-;-;-;-;2
170755 Fátima;-;-;-;-;-;-;-;-;-;-;-;2;-;2
170765 Figueirópolis;-;-;-;1;-;-;-;1;-;-;-;-;-;2
170770 Filadélfia;-;-;-;1;-;-;1;-;-;2;-;-;-;4
170820 Formoso do Araguaia;-;-;-;-;-;2;1;-;-;-;-;-;-;3
170825 Fortaleza do Tabocão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170830 Goianorte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
170900 Goiatins;-;-;-;-;-;-;-;-;-;-;1;-;-;1
170930 Guaraí;-;-;-;-;1;1;-;-;-;-;2;-;-;4
170950 Gurupi;-;-;-;2;3;2;1;3;2;1;-;2;-;16
170980 Ipueiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171050 Itacajá;-;-;1;-;-;1;-;-;-;-;-;1;-;3
171070 Itaguatins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171090 Itapiratins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171110 Itaporã do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171150 Jaú do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171180 Juarina;-;-;-;-;-;-;-;1;-;-;-;-;-;1
171190 Lagoa da Confusão;1;-;-;1;-;1;1;-;-;-;-;-;-;4
171195 Lagoa do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171200 Lajeado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171215 Lavandeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171240 Lizarda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171245 Luzinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171250 Marianópolis do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171270 Mateiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171280 Maurilândia do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171320 Miracema do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171330 Miranorte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171360 Monte do Carmo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171370 Monte Santo do Tocantins;-;-;-;-;-;-;1;-;-;-;-;1;-;2
171395 Muricilândia;1;-;-;-;-;-;-;-;-;-;-;-;-;1
171420 Natividade;-;-;-;-;-;1;-;-;-;1;-;-;-;2
171430 Nazaré;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171488 Nova Olinda;-;-;-;-;-;2;1;-;-;-;-;1;-;4
171500 Nova Rosalândia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171510 Novo Acordo;-;-;-;-;-;-;-;-;-;1;-;-;-;1
171515 Novo Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171525 Novo Jardim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171550 Oliveira de Fátima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172100 Palmas;2;1;-;1;2;10;3;7;3;-;3;2;-;34
171570 Palmeirante;-;-;-;-;-;-;-;-;1;-;-;-;-;1
171380 Palmeiras do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171575 Palmeirópolis;-;-;-;-;-;-;-;1;-;-;-;-;-;1
171610 Paraíso do Tocantins;-;1;2;1;3;3;2;-;2;-;-;2;1;17
171620 Paranã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171630 Pau D'Arco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171650 Pedro Afonso;-;-;-;-;-;1;1;-;-;-;-;-;-;2
171660 Peixe;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171665 Pequizeiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171700 Pindorama do Tocantins;-;-;-;-;-;-;-;-;-;1;-;1;-;2
171720 Piraquê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171750 Pium;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171780 Ponte Alta do Bom Jesus;-;-;-;-;-;-;-;-;1;-;-;-;-;1
171790 Ponte Alta do Tocantins;-;-;-;-;-;1;-;-;-;-;-;-;-;1
171800 Porto Alegre do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171820 Porto Nacional;-;-;-;1;-;2;4;1;-;1;2;3;-;14
171830 Praia Norte;-;-;-;-;-;1;-;-;-;-;-;1;-;2
171840 Presidente Kennedy;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171845 Pugmil;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171850 Recursolândia;-;-;-;-;-;1;-;-;-;-;-;-;-;1
171855 Riachinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171865 Rio da Conceição;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171870 Rio dos Bois;-;-;-;-;-;-;-;1;-;-;-;-;-;1
171875 Rio Sono;-;-;-;1;-;-;-;-;1;-;-;-;-;2
171880 Sampaio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171884 Sandolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171886 Santa Fé do Araguaia;-;-;-;-;-;-;-;-;-;-;1;-;-;1
171888 Santa Maria do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
171889 Santa Rita do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
171890 Santa Rosa do Tocantins;-;-;-;-;1;-;1;-;-;-;-;-;-;2
171900 Santa Tereza do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
172000 Santa Terezinha do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172010 São Bento do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172015 São Félix do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172020 São Miguel do Tocantins;-;-;-;-;-;-;-;1;-;-;-;-;-;1
172025 São Salvador do Tocantins;-;-;-;-;-;-;1;-;-;-;-;-;-;1
172030 São Sebastião do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172049 São Valério;-;-;-;-;-;-;-;1;-;-;-;-;-;1
172065 Silvanópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172080 Sítio Novo do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172085 Sucupira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172090 Taguatinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172093 Taipas do Tocantins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172097 Talismã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172110 Tocantínia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172120 Tocantinópolis;-;-;-;-;1;1;1;2;-;-;-;-;-;5
172125 Tupirama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172130 Tupiratins;-;-;-;-;-;-;-;-;-;-;-;-;-;-
172208 Wanderlândia;-;-;-;-;-;-;1;-;-;-;-;1;-;2
172210 Xambioá;-;-;-;-;-;-;-;1;-;-;-;-;-;1
170000 Município ignorado - TO;-;-;-;-;-;-;1;-;-;-;-;-;1;2
210005 Açailândia;-;-;-;-;-;-;-;-;-;-;1;1;-;2
210010 Afonso Cunha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210015 Água Doce do Maranhão;-;-;1;-;-;1;-;-;-;-;-;1;-;3
210020 Alcântara;-;-;-;1;1;1;-;-;-;1;-;-;-;4
210030 Aldeias Altas;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210040 Altamira do Maranhão;-;1;-;-;-;-;-;-;-;-;-;1;-;2
210043 Alto Alegre do Maranhão;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210047 Alto Alegre do Pindaré;-;-;1;-;-;2;1;-;-;-;-;-;-;4
210050 Alto Parnaíba;-;-;-;-;1;-;-;-;-;-;1;-;-;2
210055 Amapá do Maranhão;-;-;-;-;-;1;1;-;-;-;-;-;-;2
210060 Amarante do Maranhão;-;1;-;-;1;-;2;-;-;-;1;1;-;6
210070 Anajatuba;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210080 Anapurus;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210083 Apicum-Açu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210087 Araguanã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210090 Araioses;-;-;-;-;1;-;1;-;-;-;-;4;-;6
210095 Arame;1;1;-;-;-;2;1;1;-;-;-;-;-;6
210100 Arari;-;-;-;-;-;-;1;-;-;-;1;-;-;2
210110 Axixá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210120 Bacabal;-;-;-;-;-;1;-;-;-;1;2;1;-;5
210125 Bacabeira;-;-;1;-;-;-;-;1;-;-;-;-;-;2
210130 Bacuri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210135 Bacurituba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210140 Balsas;-;-;-;1;2;2;1;2;1;1;1;-;-;11
210150 Barão de Grajaú;-;-;-;-;-;1;-;-;-;-;-;1;-;2
210160 Barra do Corda;3;1;-;-;2;1;2;4;2;-;1;2;-;18
210170 Barreirinhas;-;-;-;1;-;1;-;1;-;-;-;2;-;5
210177 Bela Vista do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210173 Belágua;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210180 Benedito Leite;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210190 Bequimão;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210193 Bernardo do Mearim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210197 Boa Vista do Gurupi;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210200 Bom Jardim;1;-;-;-;1;1;-;1;-;-;-;-;-;4
210203 Bom Jesus das Selvas;-;-;1;-;1;1;-;-;-;1;-;1;-;5
210207 Bom Lugar;-;-;-;-;-;-;-;-;-;-;-;2;-;2
210210 Brejo;-;-;-;-;-;-;1;2;-;-;-;-;-;3
210215 Brejo de Areia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210220 Buriti;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210230 Buriti Bravo;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210232 Buriticupu;-;2;-;-;-;-;2;1;1;-;1;2;-;9
210235 Buritirana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210237 Cachoeira Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210240 Cajapió;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210250 Cajari;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210255 Campestre do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210260 Cândido Mendes;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210270 Cantanhede;-;-;1;-;-;-;-;-;-;-;-;1;-;2
210275 Capinzal do Norte;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210280 Carolina;-;-;-;-;-;2;-;1;-;-;-;-;-;3
210290 Carutapera;-;-;2;-;-;-;-;-;1;1;-;-;-;4
210300 Caxias;-;-;-;-;1;3;3;2;3;1;2;2;-;17
210310 Cedral;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210312 Central do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210315 Centro do Guilherme;-;-;-;-;-;-;1;-;-;-;-;1;-;2
210317 Centro Novo do Maranhão;-;-;-;-;1;1;-;-;-;-;-;-;-;2
210320 Chapadinha;-;-;-;-;1;-;1;-;2;-;-;2;-;6
210325 Cidelândia;-;-;-;-;-;1;-;1;-;-;-;-;-;2
210330 Codó;-;-;1;-;1;4;-;1;-;2;2;4;-;15
210340 Coelho Neto;-;-;1;1;-;-;-;-;1;2;-;-;-;5
210350 Colinas;-;-;-;1;-;-;1;1;-;2;1;-;-;6
210355 Conceição do Lago-Açu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210360 Coroatá;-;-;1;-;-;2;1;-;-;-;-;-;-;4
210370 Cururupu;-;-;-;-;-;-;-;-;1;-;-;3;-;4
210375 Davinópolis;-;-;-;1;1;-;-;-;1;-;-;1;-;4
210380 Dom Pedro;-;-;-;-;3;-;-;-;-;-;-;-;-;3
210390 Duque Bacelar;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210400 Esperantinópolis;-;-;1;-;2;-;-;-;1;1;-;-;-;5
210405 Estreito;-;-;-;-;-;1;-;-;1;2;-;-;-;4
210407 Feira Nova do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210408 Fernando Falcão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210409 Formosa da Serra Negra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210410 Fortaleza dos Nogueiras;1;-;-;-;-;-;1;-;-;-;-;-;-;2
210420 Fortuna;-;1;-;1;-;-;1;1;-;-;-;-;-;4
210430 Godofredo Viana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210440 Gonçalves Dias;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210450 Governador Archer;-;-;-;-;1;-;-;-;-;-;-;1;-;2
210455 Governador Edison Lobão;-;-;-;-;-;1;-;-;-;-;-;1;-;2
210460 Governador Eugênio Barros;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210462 Governador Luiz Rocha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210465 Governador Newton Bello;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210467 Governador Nunes Freire;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210470 Graça Aranha;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210480 Grajaú;-;-;2;-;-;-;4;-;-;1;1;-;-;8
210490 Guimarães;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210500 Humberto de Campos;1;-;-;-;1;-;1;-;1;-;-;-;-;4
210510 Icatu;1;-;-;-;1;-;-;-;-;-;1;1;-;4
210515 Igarapé do Meio;-;-;-;-;-;-;-;-;1;1;-;-;-;2
210520 Igarapé Grande;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210530 Imperatriz;-;2;1;4;2;5;9;8;2;2;3;10;-;48
210535 Itaipava do Grajaú;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210540 Itapecuru Mirim;-;-;-;-;-;2;-;1;1;-;1;-;-;5
210542 Itinga do Maranhão;-;-;-;-;1;1;-;1;1;-;-;-;-;4
210545 Jatobá;-;-;-;-;-;-;1;-;-;-;-;1;-;2
210547 Jenipapo dos Vieiras;-;-;-;1;-;-;-;1;-;-;-;-;-;2
210550 João Lisboa;-;-;-;-;-;-;-;-;1;-;-;-;-;1
210560 Joselândia;-;-;-;-;-;-;-;-;-;1;-;-;-;1
210565 Junco do Maranhão;-;-;-;-;-;-;-;-;-;-;1;-;-;1
210570 Lago da Pedra;-;-;1;-;3;-;1;1;2;-;-;1;-;9
210580 Lago do Junco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210594 Lago dos Rodrigues;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210590 Lago Verde;-;-;-;-;-;1;1;1;-;-;-;-;-;3
210592 Lagoa do Mato;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210596 Lagoa Grande do Maranhão;-;-;-;1;-;-;-;-;-;-;-;-;-;1
210598 Lajeado Novo;-;-;-;-;-;-;-;-;1;-;1;-;-;2
210600 Lima Campos;-;-;1;-;-;-;-;-;-;-;-;-;-;1
210610 Loreto;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210620 Luís Domingues;-;-;-;-;-;-;-;1;-;-;1;-;-;2
210630 Magalhães de Almeida;-;-;-;-;-;-;-;-;-;-;-;1;-;1
210632 Maracaçumé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210635 Marajá do Sena;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210637 Maranhãozinho;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210640 Mata Roma;-;-;-;-;-;-;-;-;1;-;1;1;-;3
210650 Matinha;-;-;-;-;1;-;1;-;-;-;1;-;-;3
210660 Matões;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210663 Matões do Norte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210667 Milagres do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210670 Mirador;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210675 Miranda do Norte;-;-;1;-;-;1;-;-;1;-;-;-;-;3
210680 Mirinzal;-;-;-;1;-;-;-;-;-;-;-;-;-;1
210690 Monção;-;1;1;-;1;-;-;-;-;-;-;-;-;3
210700 Montes Altos;-;-;-;-;1;-;-;-;-;-;-;-;-;1
210710 Morros;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210720 Nina Rodrigues;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210725 Nova Colinas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210730 Nova Iorque;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210735 Nova Olinda do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210740 Olho d'Água das Cunhãs;-;-;-;-;-;1;1;1;-;-;-;-;-;3
210745 Olinda Nova do Maranhão;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210750 Paço do Lumiar;-;-;-;-;-;-;3;1;2;1;2;2;-;11
210760 Palmeirândia;-;-;-;-;-;1;2;-;-;-;-;-;-;3
210770 Paraibano;-;-;-;-;1;-;1;-;-;-;-;-;-;2
210780 Parnarama;1;-;-;-;-;-;-;1;-;-;-;-;-;2
210790 Passagem Franca;-;-;-;-;1;-;2;-;-;-;-;-;-;3
210800 Pastos Bons;-;-;-;-;-;-;1;-;-;-;-;-;-;1
210805 Paulino Neves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210810 Paulo Ramos;-;2;-;-;-;-;-;1;1;-;-;-;-;4
210820 Pedreiras;-;-;-;-;-;-;3;1;1;1;-;1;-;7
210825 Pedro do Rosário;-;-;-;-;-;-;-;1;-;-;-;-;-;1
210830 Penalva;-;1;-;-;-;-;-;-;-;-;-;-;-;1
210840 Peri Mirim;-;-;-;-;-;2;2;-;-;-;-;-;-;4
210845 Peritoró;-;-;-;-;1;-;2;-;-;-;-;-;-;3
210850 Pindaré-Mirim;-;1;-;-;-;-;2;-;-;-;-;2;-;5
210860 Pinheiro;-;1;-;-;-;4;3;1;-;-;-;-;-;9
210870 Pio XII;-;-;-;-;1;-;-;1;-;1;-;-;-;3
210880 Pirapemas;-;-;-;-;-;-;1;-;1;-;-;-;-;2
210890 Poção de Pedras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210900 Porto Franco;-;-;-;-;-;1;1;-;-;1;-;-;-;3
210905 Porto Rico do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210910 Presidente Dutra;-;1;-;-;-;1;1;1;-;1;1;1;-;7
210920 Presidente Juscelino;-;-;-;-;-;1;-;-;-;-;-;-;-;1
210923 Presidente Médici;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210927 Presidente Sarney;-;-;-;-;-;1;1;-;-;-;-;-;-;2
210930 Presidente Vargas;-;-;1;-;-;-;-;-;1;-;-;1;-;3
210940 Primeira Cruz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210945 Raposa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210950 Riachão;-;-;-;-;-;1;2;1;-;-;-;1;-;5
210955 Ribamar Fiquene;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210960 Rosário;1;-;-;1;-;1;-;-;-;-;-;4;-;7
210970 Sambaíba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210975 Santa Filomena do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
210980 Santa Helena;-;-;-;-;-;-;2;-;-;-;-;-;-;2
210990 Santa Inês;1;-;-;-;-;3;5;1;1;-;1;1;-;13
211000 Santa Luzia;-;-;-;-;2;1;2;1;2;-;1;1;-;10
211003 Santa Luzia do Paruá;-;-;-;-;-;-;1;-;-;-;-;-;-;1
211010 Santa Quitéria do Maranhão;-;-;-;-;1;-;-;-;-;-;-;-;-;1
211020 Santa Rita;-;-;-;-;-;2;1;-;-;-;-;-;-;3
211023 Santana do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211027 Santo Amaro do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211030 Santo Antônio dos Lopes;-;-;-;-;-;-;-;1;-;1;-;-;-;2
211040 São Benedito do Rio Preto;-;1;-;-;-;-;-;-;-;-;-;-;-;1
211050 São Bento;-;-;-;-;-;1;2;-;-;1;-;-;-;4
211060 São Bernardo;-;-;-;-;-;1;-;-;-;1;-;-;-;2
211065 São Domingos do Azeitão;-;-;1;-;-;-;-;-;-;-;1;-;-;2
211070 São Domingos do Maranhão;-;-;-;1;-;-;2;-;-;-;-;-;-;3
211080 São Félix de Balsas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211085 São Francisco do Brejão;-;-;-;-;-;-;-;1;-;-;-;-;-;1
211090 São Francisco do Maranhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211100 São João Batista;-;-;-;-;-;-;1;-;1;-;-;-;-;2
211102 São João do Carú;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211105 São João do Paraíso;-;-;-;-;-;-;-;-;1;-;-;-;-;1
211107 São João do Soter;-;-;-;-;-;-;1;-;-;-;-;1;-;2
211110 São João dos Patos;-;-;-;1;-;1;-;1;-;2;-;2;-;7
211120 São José de Ribamar;1;-;-;-;-;3;2;2;1;1;3;-;-;13
211125 São José dos Basílios;-;-;-;-;-;-;-;1;-;-;-;-;-;1
211130 São Luís;3;3;2;2;14;22;17;8;12;4;13;28;-;128
211140 São Luís Gonzaga do Maranhão;-;-;-;-;-;1;-;-;-;-;-;-;-;1
211150 São Mateus do Maranhão;-;-;-;-;1;1;1;1;-;-;-;-;-;4
211153 São Pedro da Água Branca;-;1;-;-;-;-;1;-;-;-;-;1;-;3
211157 São Pedro dos Crentes;-;-;-;-;-;-;-;1;-;-;-;1;-;2
211160 São Raimundo das Mangabeiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211163 São Raimundo do Doca Bezerra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211167 São Roberto;-;1;-;-;-;1;-;-;-;-;-;-;-;2
211170 São Vicente Ferrer;-;-;-;-;1;-;-;-;-;-;-;-;-;1
211172 Satubinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211174 Senador Alexandre Costa;-;-;-;1;-;-;-;1;-;-;-;1;-;3
211176 Senador La Rocque;-;-;-;-;-;1;1;2;-;-;-;-;-;4
211178 Serrano do Maranhão;-;-;-;-;-;-;1;-;-;-;1;-;-;2
211180 Sítio Novo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211190 Sucupira do Norte;-;-;-;-;-;1;2;1;-;-;-;-;-;4
211195 Sucupira do Riachão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211200 Tasso Fragoso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211210 Timbiras;-;-;-;-;1;-;2;-;-;-;-;-;-;3
211220 Timon;-;1;-;-;1;-;2;2;4;-;2;1;-;13
211223 Trizidela do Vale;-;-;-;-;-;-;-;-;-;-;1;-;-;1
211227 Tufilândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
211230 Tuntum;-;-;-;1;1;1;1;-;-;-;-;1;-;5
211240 Turiaçu;-;-;-;-;-;-;1;-;-;1;-;-;-;2
211245 Turilândia;-;-;1;-;2;-;2;-;1;-;-;-;-;6
211250 Tutóia;-;-;-;-;1;-;1;-;-;-;-;1;-;3
211260 Urbano Santos;-;-;1;-;-;2;1;-;-;-;-;-;-;4
211270 Vargem Grande;-;-;-;-;1;-;1;-;-;1;-;-;-;3
211280 Viana;-;-;1;-;-;2;2;1;-;-;1;-;-;7
211285 Vila Nova dos Martírios;-;-;-;-;-;-;1;-;-;-;-;-;-;1
211290 Vitória do Mearim;1;-;-;-;-;-;1;-;-;-;1;-;-;3
211300 Vitorino Freire;-;-;1;-;1;1;-;-;-;1;-;-;-;4
211400 Zé Doca;-;-;-;-;1;2;2;1;-;-;-;-;-;6
210000 Município ignorado - MA;-;-;-;-;-;-;1;-;-;-;-;-;2;3
220005 Acauã;-;-;-;-;-;-;-;-;-;1;1;-;-;2
220010 Agricolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220020 Água Branca;-;-;1;-;2;-;2;-;-;1;-;-;-;6
220025 Alagoinha do Piauí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220027 Alegrete do Piauí;-;-;-;-;1;1;1;1;-;1;-;-;-;5
220030 Alto Longá;-;-;-;-;1;-;-;-;-;1;-;-;-;2
220040 Altos;-;-;-;-;-;1;1;-;-;-;-;-;-;2
220045 Alvorada do Gurguéia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220050 Amarante;-;1;-;-;-;-;-;-;-;-;-;-;-;1
220060 Angical do Piauí;-;-;-;-;-;-;-;-;-;1;-;-;-;1
220070 Anísio de Abreu;-;-;-;-;-;-;1;-;-;-;-;-;-;1
220080 Antônio Almeida;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220090 Aroazes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220095 Aroeiras do Itaim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220100 Arraial;-;-;-;-;-;1;-;-;-;-;-;-;-;1
220105 Assunção do Piauí;-;-;-;-;-;-;1;-;-;-;-;-;-;1
220110 Avelino Lopes;-;-;-;-;-;-;-;-;-;-;-;1;-;1
220115 Baixa Grande do Ribeiro;-;-;-;-;-;1;1;-;1;-;-;-;-;3
220117 Barra D'Alcântara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220120 Barras;-;-;-;-;-;1;-;1;-;-;-;1;-;3
220130 Barreiras do Piauí;-;-;-;-;-;-;-;2;-;-;-;-;-;2
220140 Barro Duro;-;-;-;-;-;-;-;-;-;1;-;-;-;1
220150 Batalha;-;-;-;1;-;1;-;2;-;-;-;-;-;4
220155 Bela Vista do Piauí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220157 Belém do Piauí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
220160 Beneditinos;-;-;-;-;-;-;1;-;-;-;-;-;-;1
220170 Bertolínia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
