Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
250900 Manaíra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250905 Marcação;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250910 Mari;-;-;-;-;1;1;1;-;-;1;1;-;-;5
250915 Marizópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250920 Massaranduba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250930 Mataraca;-;-;-;-;1;-;-;-;-;-;-;-;-;1
250933 Matinhas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250937 Mato Grosso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250939 Maturéia;-;-;-;-;-;1;-;-;-;-;-;-;-;1
250940 Mogeiro;-;-;-;-;-;-;1;-;-;1;-;-;-;2
250950 Montadas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
250960 Monte Horebe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250970 Monteiro;-;-;-;-;-;1;-;-;-;1;-;-;-;2
250980 Mulungu;-;-;1;-;-;1;-;1;-;1;-;-;-;4
250990 Natuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251000 Nazarezinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251010 Nova Floresta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251020 Nova Olinda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251030 Nova Palmeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251040 Olho d'Água;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251050 Olivedos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251060 Ouro Velho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251065 Parari;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251070 Passagem;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251080 Patos;-;-;-;-;3;5;4;2;2;1;-;1;-;18
251090 Paulista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251100 Pedra Branca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251110 Pedra Lavrada;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251120 Pedras de Fogo;-;-;1;-;-;2;-;-;-;-;-;-;-;3
251272 Pedro Régis;-;-;-;-;1;-;-;-;-;-;-;-;-;1
251130 Piancó;-;-;-;-;-;1;1;-;1;-;-;-;-;3
251140 Picuí;-;-;-;-;-;1;-;1;-;-;-;-;-;2
251150 Pilar;1;-;-;-;-;-;-;-;-;-;-;1;-;2
251160 Pilões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251170 Pilõezinhos;-;-;-;-;1;-;-;-;-;-;-;-;-;1
251180 Pirpirituba;-;-;-;-;-;-;-;-;-;1;-;-;-;1
251190 Pitimbu;-;-;-;-;-;1;1;-;-;-;-;-;-;2
251200 Pocinhos;-;-;-;-;-;-;1;-;-;-;-;-;-;1
251203 Poço Dantas;-;-;-;-;-;-;-;-;-;-;-;1;-;1
251207 Poço de José de Moura;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251210 Pombal;-;-;-;-;-;3;1;-;1;-;-;2;-;7
251220 Prata;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251230 Princesa Isabel;-;-;1;-;2;-;1;-;-;-;-;-;-;4
251240 Puxinanã;1;-;-;-;-;-;-;-;-;-;-;-;-;1
251250 Queimadas;-;-;-;-;-;-;-;1;-;-;-;-;-;1
251260 Quixaba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251270 Remígio;-;-;-;-;1;-;1;-;-;-;-;1;-;3
251274 Riachão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251275 Riachão do Bacamarte;-;-;-;-;-;-;-;-;1;-;-;-;-;1
251276 Riachão do Poço;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251278 Riacho de Santo Antônio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251280 Riacho dos Cavalos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251290 Rio Tinto;-;-;-;-;-;-;1;1;-;1;1;-;-;4
251300 Salgadinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251310 Salgado de São Félix;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251315 Santa Cecília;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251320 Santa Cruz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251330 Santa Helena;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251335 Santa Inês;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251340 Santa Luzia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251370 Santa Rita;-;-;1;-;1;6;6;2;3;-;-;1;-;20
251380 Santa Teresinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251350 Santana de Mangueira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251360 Santana dos Garrotes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251385 Santo André;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251392 São Bentinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251390 São Bento;-;-;-;-;-;1;2;-;-;-;-;1;-;4
251396 São Domingos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251394 São Domingos do Cariri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251398 São Francisco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251400 São João do Cariri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250070 São João do Rio do Peixe;-;-;-;-;-;-;-;1;-;-;-;-;-;1
251410 São João do Tigre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251420 São José da Lagoa Tapada;-;-;-;-;-;-;-;-;-;-;-;1;-;1
251430 São José de Caiana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251440 São José de Espinharas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251450 São José de Piranhas;-;-;-;-;-;-;-;1;-;-;-;-;-;1
251455 São José de Princesa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251460 São José do Bonfim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251465 São José do Brejo do Cruz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251470 São José do Sabugi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251480 São José dos Cordeiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251445 São José dos Ramos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251490 São Mamede;-;-;-;-;2;-;-;-;-;-;-;-;-;2
251500 São Miguel de Taipu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251510 São Sebastião de Lagoa de Roça;-;-;-;-;-;1;-;-;-;1;-;1;-;3
251520 São Sebastião do Umbuzeiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251540 São Vicente do Seridó;-;-;1;-;-;-;1;-;-;-;-;-;-;2
251530 Sapé;1;-;-;-;-;3;2;1;-;-;1;1;-;9
251550 Serra Branca;-;-;-;-;-;-;-;-;1;-;-;-;-;1
251560 Serra da Raiz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251570 Serra Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251580 Serra Redonda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251590 Serraria;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251593 Sertãozinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251597 Sobrado;-;-;-;-;-;-;1;-;-;-;-;-;-;1
251600 Solânea;-;-;-;-;-;1;1;-;-;-;-;-;-;2
251610 Soledade;-;-;-;-;-;1;-;-;-;-;-;-;1;2
251615 Sossêgo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251620 Sousa;1;-;-;-;3;3;-;3;1;5;2;4;-;22
251630 Sumé;-;-;-;-;-;1;-;-;-;-;-;-;-;1
251640 Tacima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251650 Taperoá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251660 Tavares;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251670 Teixeira;-;-;-;-;-;1;-;1;-;-;-;-;1;3
251675 Tenório;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251680 Triunfo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251690 Uiraúna;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251700 Umbuzeiro;-;-;-;-;1;1;-;-;-;-;-;1;-;3
251710 Várzea;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251720 Vieirópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250550 Vista Serrana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
251740 Zabelê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
250000 Município ignorado - PB;-;-;-;1;-;-;-;-;-;2;-;-;-;3
260005 Abreu e Lima;-;-;-;-;2;1;2;1;-;3;2;3;-;14
260010 Afogados da Ingazeira;-;-;-;-;-;-;1;-;-;-;1;-;-;2
260020 Afrânio;-;-;-;-;-;2;-;-;-;-;-;2;-;4
260030 Agrestina;-;-;-;-;-;1;-;2;-;-;-;-;-;3
260040 Água Preta;-;1;-;-;-;1;-;-;-;-;2;-;-;4
260050 Águas Belas;-;-;-;-;-;1;3;-;-;-;1;-;-;5
260060 Alagoinha;-;-;-;-;-;-;-;1;-;-;2;-;-;3
260070 Aliança;1;-;-;-;1;1;1;-;-;-;1;-;1;6
260080 Altinho;-;-;-;1;1;-;1;-;1;-;-;-;-;4
260090 Amaraji;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260100 Angelim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260105 Araçoiaba;-;-;-;-;-;-;-;1;-;-;-;1;-;2
260110 Araripina;-;1;-;-;2;1;3;1;-;-;1;-;-;9
260120 Arcoverde;-;-;-;-;-;3;-;2;-;-;1;-;-;6
260130 Barra de Guabiraba;-;-;-;-;-;-;-;-;-;-;1;-;-;1
260140 Barreiros;-;-;-;1;-;-;1;2;-;-;-;-;-;4
260150 Belém de Maria;1;-;-;-;-;-;-;-;-;-;-;-;-;1
260160 Belém do São Francisco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260170 Belo Jardim;-;-;-;-;-;2;2;-;1;1;1;2;-;9
260180 Betânia;-;-;-;-;1;-;-;-;-;-;-;1;-;2
260190 Bezerros;-;-;-;-;-;-;2;2;1;-;-;2;-;7
260200 Bodocó;-;-;-;-;-;1;-;-;1;-;-;-;-;2
260210 Bom Conselho;-;-;-;-;-;-;-;-;-;2;-;-;-;2
260220 Bom Jardim;-;-;-;2;2;-;-;-;-;-;1;-;-;5
260230 Bonito;-;-;-;1;-;1;1;-;-;-;2;1;-;6
260240 Brejão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260250 Brejinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260260 Brejo da Madre de Deus;-;1;-;-;-;1;1;-;-;-;1;1;-;5
260270 Buenos Aires;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260280 Buíque;-;-;-;-;2;1;-;3;1;-;1;-;-;8
260290 Cabo de Santo Agostinho;-;1;-;1;2;4;5;4;3;1;4;8;-;33
260300 Cabrobó;-;-;-;-;-;1;1;-;1;-;-;1;-;4
260310 Cachoeirinha;-;-;-;-;-;1;2;2;1;1;1;1;-;9
260320 Caetés;-;-;-;-;-;1;-;1;-;-;-;-;-;2
260330 Calçado;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260340 Calumbi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260345 Camaragibe;2;1;2;1;-;5;2;4;3;1;3;8;-;32
260350 Camocim de São Félix;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260360 Camutanga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260370 Canhotinho;-;-;-;-;-;1;1;-;-;-;-;-;-;2
260380 Capoeiras;-;-;-;-;1;-;1;1;-;-;-;-;-;3
260390 Carnaíba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260392 Carnaubeira da Penha;-;-;-;-;2;-;1;-;-;-;-;-;-;3
260400 Carpina;-;-;-;1;-;4;3;-;-;-;1;2;-;11
260410 Caruaru;1;-;-;3;4;9;2;8;3;1;3;8;-;42
260415 Casinhas;-;-;-;-;-;-;-;-;1;-;-;-;-;1
260420 Catende;-;-;-;-;-;2;1;-;-;1;-;1;-;5
260430 Cedro;-;-;-;-;-;-;1;-;-;-;1;-;-;2
260440 Chã de Alegria;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260450 Chã Grande;-;-;-;1;-;-;-;-;-;-;-;-;-;1
260460 Condado;-;-;-;-;-;-;2;-;-;-;-;-;-;2
260470 Correntes;-;-;-;-;-;-;-;-;-;1;-;-;-;1
260480 Cortês;-;-;-;-;1;-;-;-;-;-;-;-;-;1
260490 Cumaru;-;-;-;-;-;-;1;-;-;-;-;2;-;3
260500 Cupira;-;-;-;-;1;-;-;-;-;-;-;2;-;3
260510 Custódia;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260515 Dormentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260520 Escada;1;-;-;-;1;-;-;-;-;-;-;2;-;4
260530 Exu;1;-;-;-;1;-;-;-;-;-;-;1;-;3
260540 Feira Nova;-;-;-;-;-;-;1;-;-;1;-;-;-;2
260545 Fernando de Noronha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260550 Ferreiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260560 Flores;-;1;-;-;-;2;-;-;-;-;-;-;-;3
260570 Floresta;1;-;-;-;-;-;1;-;-;1;-;-;-;3
260580 Frei Miguelinho;-;-;-;-;-;-;1;1;-;-;-;-;-;2
260590 Gameleira;-;-;-;-;1;-;1;-;2;-;-;-;-;4
260600 Garanhuns;-;-;-;-;3;3;6;3;-;-;1;1;-;17
260610 Glória do Goitá;-;-;-;-;-;3;-;-;-;-;-;1;-;4
260620 Goiana;1;1;1;-;-;2;1;2;1;-;-;-;-;9
260630 Granito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260640 Gravatá;-;-;-;1;-;-;-;-;-;1;3;3;-;8
260650 Iati;-;-;-;-;-;-;-;1;-;-;1;-;-;2
260660 Ibimirim;-;-;-;1;-;1;-;-;-;-;2;-;-;4
260670 Ibirajuba;-;-;-;-;-;-;-;-;1;-;1;-;-;2
260680 Igarassu;-;-;-;-;-;3;2;1;2;2;1;3;-;14
260690 Iguaracy;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260760 Ilha de Itamaracá;-;-;-;1;-;-;-;-;1;1;-;-;-;3
260700 Inajá;-;-;-;-;-;-;-;1;1;-;-;-;-;2
260710 Ingazeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260720 Ipojuca;-;-;1;-;-;3;1;2;1;2;-;-;-;10
260730 Ipubi;-;-;-;-;1;2;1;-;-;-;1;-;-;5
260740 Itacuruba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260750 Itaíba;-;-;-;-;-;-;1;1;1;-;-;-;-;3
260765 Itambé;-;1;-;-;-;1;-;-;1;-;-;-;-;3
260770 Itapetim;-;-;-;-;-;-;1;-;-;-;-;1;-;2
260775 Itapissuma;-;-;-;-;-;1;1;-;-;1;-;-;-;3
260780 Itaquitinga;-;-;-;-;-;-;-;1;-;-;-;-;-;1
260790 Jaboatão dos Guararapes;3;1;1;-;9;17;13;8;6;4;8;17;1;88
260795 Jaqueira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260800 Jataúba;-;-;-;-;1;1;-;-;-;-;-;-;-;2
260805 Jatobá;-;-;-;-;-;-;1;-;1;-;1;-;-;3
260810 João Alfredo;-;-;2;-;-;-;-;-;-;-;-;2;-;4
260820 Joaquim Nabuco;-;-;-;-;1;-;-;-;1;-;-;-;-;2
260825 Jucati;-;-;-;-;-;-;-;1;-;-;-;-;-;1
260830 Jupi;-;-;-;-;-;-;-;-;-;-;-;1;-;1
260840 Jurema;-;-;-;-;-;-;-;-;-;-;-;2;-;2
260850 Lagoa de Itaenga;-;-;1;-;-;1;-;-;-;-;-;1;-;3
260845 Lagoa do Carro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260860 Lagoa do Ouro;-;-;-;-;-;-;-;1;-;-;1;-;-;2
260870 Lagoa dos Gatos;1;-;1;-;-;-;1;1;-;-;1;-;-;5
260875 Lagoa Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260880 Lajedo;-;1;-;1;2;1;1;-;-;2;1;-;-;9
260890 Limoeiro;-;-;-;-;-;1;-;1;1;1;1;2;-;7
260900 Macaparana;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260910 Machados;-;-;-;-;-;-;1;1;-;-;1;-;-;3
260915 Manari;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260920 Maraial;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260930 Mirandiba;-;-;1;-;-;-;-;-;-;-;-;-;-;1
261430 Moreilândia;-;-;-;-;-;1;-;-;-;-;1;-;-;2
260940 Moreno;-;-;-;1;-;2;1;-;-;1;-;-;-;5
260950 Nazaré da Mata;-;-;-;-;-;-;-;1;-;-;-;-;-;1
260960 Olinda;1;1;1;3;5;11;6;11;5;7;8;7;-;66
260970 Orobó;-;-;-;-;-;-;1;-;-;-;-;1;-;2
260980 Orocó;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260990 Ouricuri;1;2;1;1;1;2;-;1;1;2;-;1;-;13
261000 Palmares;1;2;1;-;3;1;2;1;1;-;1;-;-;13
261010 Palmeirina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261020 Panelas;-;-;-;-;-;2;-;2;-;-;1;-;-;5
261030 Paranatama;-;-;-;-;-;-;1;-;-;-;-;-;-;1
261040 Parnamirim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261050 Passira;-;-;1;-;-;1;1;1;-;-;-;-;-;4
261060 Paudalho;1;-;-;-;1;1;2;1;1;2;-;-;-;9
261070 Paulista;-;2;-;-;1;7;5;6;2;2;2;2;-;29
261080 Pedra;1;-;2;-;-;-;2;-;-;-;-;-;-;5
261090 Pesqueira;-;1;-;-;1;3;1;3;2;1;-;1;-;13
261100 Petrolândia;-;-;-;-;1;1;1;-;-;-;-;-;-;3
261110 Petrolina;1;4;3;2;-;5;9;5;-;1;1;4;-;35
261120 Poção;-;-;-;1;-;-;-;-;-;-;1;-;-;2
261130 Pombos;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261140 Primavera;-;-;1;1;-;1;-;1;-;-;-;-;-;4
261150 Quipapá;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261153 Quixaba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261160 Recife;8;3;3;5;14;45;35;24;17;22;36;104;1;317
261170 Riacho das Almas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261180 Ribeirão;-;-;-;-;1;4;-;-;-;1;-;1;-;7
261190 Rio Formoso;-;-;-;-;-;-;-;-;-;1;-;-;-;1
261200 Sairé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261210 Salgadinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261220 Salgueiro;1;-;-;-;1;-;1;2;-;-;-;-;-;5
261230 Saloá;-;-;1;-;-;-;-;-;-;-;-;-;-;1
261240 Sanharó;-;-;-;-;-;1;1;1;-;-;-;1;-;4
261245 Santa Cruz;-;1;-;-;-;-;-;-;-;-;-;-;-;1
261247 Santa Cruz da Baixa Verde;-;-;-;-;-;1;1;-;1;1;-;-;-;4
261250 Santa Cruz do Capibaribe;-;1;-;-;-;1;3;1;2;-;-;2;-;10
261255 Santa Filomena;-;-;-;-;-;1;1;-;-;-;-;-;-;2
261260 Santa Maria da Boa Vista;1;-;-;-;1;-;-;-;1;1;2;1;-;7
261270 Santa Maria do Cambucá;-;-;-;1;-;-;-;-;-;-;-;1;-;2
261280 Santa Terezinha;-;-;-;-;1;-;-;-;-;-;-;-;-;1
261290 São Benedito do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261300 São Bento do Una;-;-;-;-;-;2;2;-;1;-;-;-;-;5
261310 São Caitano;-;-;-;-;1;-;1;-;1;-;-;-;-;3
261320 São João;-;-;-;-;-;-;-;-;-;-;-;1;-;1
261330 São Joaquim do Monte;-;-;-;-;-;1;1;-;-;-;-;-;-;2
261340 São José da Coroa Grande;-;-;-;-;-;-;2;-;-;-;-;-;-;2
261350 São José do Belmonte;-;-;1;-;1;-;-;-;-;-;-;-;-;2
261360 São José do Egito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261370 São Lourenço da Mata;2;-;-;-;-;-;1;2;1;2;1;1;1;11
261380 São Vicente Ferrer;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261390 Serra Talhada;-;-;1;-;-;4;2;1;-;-;3;3;-;14
261400 Serrita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261410 Sertânia;-;-;-;-;-;1;-;-;-;-;-;1;-;2
261420 Sirinhaém;1;-;-;-;1;1;-;1;-;-;-;-;-;4
261440 Solidão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261450 Surubim;1;1;-;-;-;-;-;3;1;3;-;2;-;11
261460 Tabira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261470 Tacaimbó;-;-;-;-;-;-;-;-;1;-;1;-;-;2
261480 Tacaratu;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261485 Tamandaré;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261500 Taquaritinga do Norte;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261510 Terezinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261520 Terra Nova;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261530 Timbaúba;-;-;-;2;-;-;1;1;1;-;2;3;-;10
261540 Toritama;-;-;-;1;-;1;-;-;-;-;-;1;-;3
261550 Tracunhaém;-;-;-;-;-;1;-;-;-;1;1;-;-;3
261560 Trindade;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261570 Triunfo;-;-;-;-;-;1;-;1;-;-;-;-;-;2
261580 Tupanatinga;-;-;-;-;-;-;-;1;-;-;-;1;-;2
261590 Tuparetama;-;-;-;-;-;-;-;-;-;1;-;-;-;1
261600 Venturosa;1;-;-;-;-;-;-;-;-;-;-;-;-;1
261610 Verdejante;-;-;-;-;-;-;1;-;-;-;-;-;-;1
261618 Vertente do Lério;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261620 Vertentes;-;-;-;-;-;-;-;-;-;-;-;3;-;3
261630 Vicência;-;-;-;-;1;-;-;-;-;-;1;-;-;2
261640 Vitória de Santo Antão;-;-;-;2;2;4;3;-;-;-;1;4;-;16
261650 Xexéu;-;-;-;-;-;-;-;-;-;1;-;-;-;1
260000 Município ignorado - PE;-;-;-;-;-;3;3;2;3;-;-;-;2;13
270010 Água Branca;-;1;-;-;1;-;-;-;-;-;-;-;-;2
270020 Anadia;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270030 Arapiraca;3;1;1;3;5;8;7;3;2;4;3;3;-;43
270040 Atalaia;-;-;-;-;1;-;-;2;-;-;-;-;-;3
270050 Barra de Santo Antônio;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270060 Barra de São Miguel;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270070 Batalha;-;-;-;-;-;-;-;-;-;-;1;-;-;1
270080 Belém;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270090 Belo Monte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270100 Boca da Mata;-;-;-;-;1;1;-;-;-;-;-;-;-;2
270110 Branquinha;-;-;-;-;-;-;-;-;1;-;-;-;-;1
270120 Cacimbinhas;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270130 Cajueiro;-;-;-;-;-;1;1;-;-;-;-;-;-;2
270135 Campestre;-;-;-;-;-;-;-;1;-;-;1;-;-;2
270140 Campo Alegre;-;-;-;1;2;-;1;1;-;-;-;-;-;5
270150 Campo Grande;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270160 Canapi;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270170 Capela;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270180 Carneiros;-;-;-;-;-;-;-;-;1;-;-;-;-;1
270190 Chã Preta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270200 Coité do Nóia;-;-;-;1;-;-;-;-;-;-;1;-;-;2
270210 Colônia Leopoldina;-;-;-;-;2;1;-;-;-;-;-;-;-;3
270220 Coqueiro Seco;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270230 Coruripe;-;-;-;2;2;1;-;-;1;-;-;-;-;6
270235 Craíbas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270240 Delmiro Gouveia;-;1;-;-;1;1;-;1;-;1;-;-;-;5
270250 Dois Riachos;-;-;-;-;-;1;-;-;-;1;-;-;-;2
270255 Estrela de Alagoas;-;1;-;-;-;-;1;-;-;-;-;-;-;2
270260 Feira Grande;-;2;2;-;1;1;-;1;-;-;2;1;-;10
270270 Feliz Deserto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270280 Flexeiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270290 Girau do Ponciano;-;-;-;1;5;1;-;-;-;-;-;1;-;8
270300 Ibateguara;-;-;-;-;-;1;-;1;-;-;-;-;-;2
270310 Igaci;-;-;-;-;-;2;1;-;-;-;1;1;-;5
270320 Igreja Nova;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270330 Inhapi;1;1;-;-;1;-;-;-;-;-;-;-;-;3
270340 Jacaré dos Homens;-;-;-;-;-;-;-;-;-;-;1;-;-;1
270350 Jacuípe;-;-;-;-;-;-;-;-;-;-;-;1;-;1
270360 Japaratinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270370 Jaramataia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270375 Jequiá da Praia;-;1;-;-;1;-;-;-;-;-;-;-;-;2
270380 Joaquim Gomes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270390 Jundiá;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270400 Junqueiro;-;-;-;-;-;1;2;-;1;-;1;-;-;5
270410 Lagoa da Canoa;-;-;-;-;-;-;-;2;-;1;-;1;-;4
270420 Limoeiro de Anadia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270430 Maceió;-;3;3;2;12;33;15;21;15;7;4;9;-;124
270440 Major Isidoro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270490 Mar Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270450 Maragogi;-;-;-;-;-;-;-;-;-;1;-;-;-;1
270460 Maravilha;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270470 Marechal Deodoro;-;1;-;1;-;5;2;2;1;-;-;2;-;14
270480 Maribondo;-;-;-;-;-;1;1;-;-;-;-;1;-;3
270500 Mata Grande;-;-;-;-;1;2;-;-;-;-;-;-;-;3
270510 Matriz de Camaragibe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270520 Messias;-;-;-;-;-;-;1;-;1;-;-;-;-;2
270530 Minador do Negrão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270540 Monteirópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270550 Murici;-;-;-;-;1;2;1;-;1;-;1;-;-;6
270560 Novo Lino;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270570 Olho d'Água das Flores;-;-;-;-;-;1;-;1;-;-;1;1;-;4
270580 Olho d'Água do Casado;-;-;-;-;-;-;-;-;-;-;1;-;-;1
