 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Sexo: Fem
Período:2010
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"241110 Ruy Barbosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241120 Santa Cruz";-;-;-;-;-;2;3;1;-;2;-;-;-;8
"240933 Santa Maria";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241140 Santana do Matos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241142 Santana do Seridó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241150 Santo Antônio";-;-;-;-;1;2;1;1;1;-;-;-;-;6
"241160 São Bento do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241170 São Bento do Trairí";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"241180 São Fernando";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"241190 São Francisco do Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"241200 São Gonçalo do Amarante";-;-;-;-;-;1;1;1;1;-;-;1;-;5
"241210 São João do Sabugi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241220 São José de Mipibu";-;-;-;-;-;1;-;-;1;-;1;-;-;3
"241230 São José do Campestre";-;-;-;-;1;1;-;1;-;-;-;1;-;4
"241240 São José do Seridó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241250 São Miguel";-;-;-;-;-;2;1;-;1;-;-;-;-;4
"241255 São Miguel do Gostoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241260 São Paulo do Potengi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241270 São Pedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241280 São Rafael";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"241290 São Tomé";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241300 São Vicente";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241310 Senador Elói de Souza";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241320 Senador Georgino Avelino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241030 Serra Caiada";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"241330 Serra de São Bento";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"241335 Serra do Mel";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"241340 Serra Negra do Norte";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"241350 Serrinha";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"241355 Serrinha dos Pintos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241360 Severiano Melo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241370 Sítio Novo";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"241380 Taboleiro Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241390 Taipu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241400 Tangará";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"241410 Tenente Ananias";-;-;-;-;-;1;-;2;1;-;1;-;-;5
"241415 Tenente Laurentino Cruz";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"241105 Tibau";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"241420 Tibau do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241430 Timbaúba dos Batistas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241440 Touros";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"241445 Triunfo Potiguar";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241450 Umarizal";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"241460 Upanema";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"241470 Várzea";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241475 Venha-Ver";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241480 Vera Cruz";-;-;-;-;-;-;1;-;-;-;1;1;-;3
"241490 Viçosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241500 Vila Flor";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240000 Município ignorado - RN";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250010 Água Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250020 Aguiar";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250030 Alagoa Grande";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250040 Alagoa Nova";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"250050 Alagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250053 Alcantil";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250057 Algodão de Jandaíra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250060 Alhandra";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250073 Amparo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250077 Aparecida";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"250080 Araçagi";-;1;-;-;-;-;-;1;1;-;-;1;-;4
"250090 Arara";-;-;1;-;-;-;-;-;2;-;-;-;-;3
"250100 Araruna";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250110 Areia";-;-;-;-;-;1;-;1;1;-;-;-;-;3
"250115 Areia de Baraúnas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250120 Areial";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250130 Aroeiras";-;1;1;-;-;-;-;-;-;-;-;1;-;3
"250135 Assunção";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250140 Baía da Traição";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250150 Bananeiras";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"250153 Baraúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250160 Barra de Santa Rosa";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250157 Barra de Santana";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250170 Barra de São Miguel";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250180 Bayeux";-;-;-;-;2;4;2;1;-;-;2;-;1;12
"250190 Belém";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250205 Bernardino Batista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250210 Boa Ventura";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250215 Boa Vista";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250220 Bom Jesus";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250230 Bom Sucesso";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250250 Boqueirão";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250270 Borborema";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"250280 Brejo do Cruz";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250290 Brejo dos Santos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250300 Caaporã";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"250310 Cabaceiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250320 Cabedelo";-;-;-;-;3;1;-;2;1;1;1;-;-;9
"250330 Cachoeira dos Índios";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250340 Cacimba de Areia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250350 Cacimba de Dentro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250355 Cacimbas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250360 Caiçara";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250370 Cajazeiras";-;-;-;-;1;3;1;1;-;1;-;-;-;7
"250375 Cajazeirinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250380 Caldas Brandão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250390 Camalaú";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"250400 Campina Grande";-;2;1;1;3;5;5;4;5;5;1;8;-;40
"250403 Capim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250407 Caraúbas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250410 Carrapateira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250415 Casserengue";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250420 Catingueira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250430 Catolé do Rocha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250435 Caturité";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250440 Conceição";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"250450 Condado";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250460 Conde";-;-;-;-;-;2;2;-;-;1;-;-;-;5
"250470 Congo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250480 Coremas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250485 Coxixola";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250490 Cruz do Espírito Santo";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250500 Cubati";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250510 Cuité";-;-;-;1;-;2;-;-;-;-;1;1;-;5
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250520 Cuitegi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250527 Curral de Cima";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250530 Curral Velho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250535 Damião";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250540 Desterro";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250560 Diamante";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250570 Dona Inês";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250580 Duas Estradas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250590 Emas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250600 Esperança";-;-;-;-;-;-;-;-;-;-;1;2;-;3
"250610 Fagundes";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250620 Frei Martinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250625 Gado Bravo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250630 Guarabira";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"250640 Gurinhém";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250650 Gurjão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250660 Ibiara";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250260 Igaracy";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250670 Imaculada";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250680 Ingá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250690 Itabaiana";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250700 Itaporanga";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"250710 Itapororoca";-;-;-;-;1;-;-;1;-;-;-;1;-;3
"250720 Itatuba";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"250730 Jacaraú";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"250740 Jericó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250750 João Pessoa";-;2;1;2;10;17;6;8;12;7;4;2;-;71
"251365 Joca Claudino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250760 Juarez Távora";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250770 Juazeirinho";-;-;-;-;-;-;1;1;-;-;1;-;-;3
"250780 Junco do Seridó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250790 Juripiranga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250800 Juru";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250810 Lagoa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250820 Lagoa de Dentro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250830 Lagoa Seca";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250840 Lastro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250850 Livramento";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250855 Logradouro";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250860 Lucena";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250870 Mãe d'Água";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250880 Malta";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250890 Mamanguape";-;-;-;-;1;-;2;-;-;-;-;-;-;3
"250900 Manaíra";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"250905 Marcação";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250910 Mari";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250915 Marizópolis";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250920 Massaranduba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250930 Mataraca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250933 Matinhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250937 Mato Grosso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250939 Maturéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250940 Mogeiro";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"250950 Montadas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250960 Monte Horebe";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"250970 Monteiro";-;-;-;-;-;-;1;-;1;-;-;1;-;3
"250980 Mulungu";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250990 Natuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251000 Nazarezinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251010 Nova Floresta";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251020 Nova Olinda";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251030 Nova Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251040 Olho d'Água";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"251050 Olivedos";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251060 Ouro Velho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251065 Parari";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251070 Passagem";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251080 Patos";-;-;1;-;2;3;1;2;-;-;-;-;-;9
"251090 Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251100 Pedra Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251110 Pedra Lavrada";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251120 Pedras de Fogo";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"251272 Pedro Régis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251130 Piancó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251140 Picuí";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"251150 Pilar";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"251160 Pilões";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251170 Pilõezinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251180 Pirpirituba";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"251190 Pitimbu";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"251200 Pocinhos";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251203 Poço Dantas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251210 Pombal";-;-;-;-;-;2;2;-;-;1;-;-;-;5
"251220 Prata";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251230 Princesa Isabel";-;-;-;-;1;2;1;-;-;-;-;1;-;5
"251240 Puxinanã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251250 Queimadas";-;-;-;-;-;1;-;2;-;-;-;2;-;5
"251260 Quixaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251270 Remígio";-;-;1;-;-;-;-;-;-;1;-;-;-;2
"251274 Riachão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251276 Riachão do Poço";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251290 Rio Tinto";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"251300 Salgadinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251310 Salgado de São Félix";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251315 Santa Cecília";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"251320 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251340 Santa Luzia";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"251370 Santa Rita";1;-;1;-;2;2;2;2;1;1;-;-;-;12
"251380 Santa Teresinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251360 Santana dos Garrotes";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251390 São Bento";-;-;-;-;-;-;-;5;1;-;1;-;-;7
"251396 São Domingos";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251394 São Domingos do Cariri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251398 São Francisco";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"251400 São João do Cariri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251410 São João do Tigre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251430 São José de Caiana";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251440 São José de Espinharas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251450 São José de Piranhas";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251455 São José de Princesa";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251460 São José do Bonfim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251490 São Mamede";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251500 São Miguel de Taipu";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251540 São Vicente do Seridó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251530 Sapé";-;-;-;-;1;3;1;1;-;-;-;-;-;6
"251550 Serra Branca";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251560 Serra da Raiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251590 Serraria";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251593 Sertãozinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251597 Sobrado";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"251600 Solânea";-;-;-;-;-;-;1;1;-;1;2;-;-;5
"251610 Soledade";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251615 Sossêgo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251620 Sousa";-;-;-;-;1;3;4;3;2;-;-;2;-;15
"251630 Sumé";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251640 Tacima";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251650 Taperoá";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"251660 Tavares";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251670 Teixeira";-;-;-;-;1;-;-;2;-;-;-;-;-;3
"251675 Tenório";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251690 Uiraúna";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"251700 Umbuzeiro";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"251710 Várzea";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"251740 Zabelê";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260005 Abreu e Lima";-;-;-;-;1;2;4;3;2;1;1;1;-;15
"260010 Afogados da Ingazeira";-;-;-;-;-;-;1;-;-;1;-;2;-;4
"260020 Afrânio";-;-;-;-;-;1;1;-;-;-;1;-;-;3
"260030 Agrestina";-;1;-;-;-;-;-;-;1;1;1;-;-;4
"260040 Água Preta";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"260050 Águas Belas";-;-;-;-;2;1;1;-;-;1;-;-;-;5
"260060 Alagoinha";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260070 Aliança";-;-;-;-;-;1;-;-;2;-;1;1;-;5
"260080 Altinho";1;-;-;-;-;-;-;-;-;-;-;1;-;2
"260090 Amaraji";-;-;-;-;-;1;-;1;-;-;1;-;-;3
"260100 Angelim";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260105 Araçoiaba";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"260110 Araripina";1;1;-;3;1;2;1;2;-;1;1;-;-;13
"260120 Arcoverde";-;-;-;1;1;3;-;-;-;-;-;-;-;5
"260130 Barra de Guabiraba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260140 Barreiros";-;-;-;-;-;1;-;1;1;2;1;-;-;6
"260150 Belém de Maria";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260160 Belém do São Francisco";-;1;-;-;2;-;-;1;1;-;-;2;-;7
"260170 Belo Jardim";-;-;-;1;-;1;1;2;-;2;2;2;-;11
"260180 Betânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260190 Bezerros";-;-;-;-;-;2;3;3;1;-;1;-;-;10
"260200 Bodocó";-;-;-;1;-;-;4;2;-;-;-;-;-;7
"260210 Bom Conselho";-;-;-;1;-;-;-;2;-;2;-;-;-;5
"260220 Bom Jardim";-;-;-;1;-;1;-;1;-;-;-;-;-;3
"260230 Bonito";-;-;-;-;-;2;1;1;-;-;-;-;-;4
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260250 Brejinho";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260260 Brejo da Madre de Deus";-;-;-;-;1;1;1;-;1;-;-;-;-;4
"260270 Buenos Aires";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260280 Buíque";-;1;-;-;1;1;-;-;1;-;-;-;-;4
"260290 Cabo de Santo Agostinho";1;-;-;1;1;6;2;6;3;1;4;2;-;27
"260300 Cabrobó";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"260310 Cachoeirinha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260320 Caetés";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260330 Calçado";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"260340 Calumbi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260345 Camaragibe";-;2;-;-;2;3;4;3;2;1;2;4;-;23
"260350 Camocim de São Félix";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260370 Canhotinho";-;-;-;-;-;-;-;-;2;1;-;-;-;3
"260380 Capoeiras";-;1;1;-;2;-;-;-;-;-;-;-;-;4
"260390 Carnaíba";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260392 Carnaubeira da Penha";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"260400 Carpina";-;-;-;-;2;1;-;1;-;1;-;1;-;6
"260410 Caruaru";1;1;2;3;4;10;6;4;1;2;5;4;-;43
"260415 Casinhas";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"260420 Catende";-;-;-;-;-;1;1;1;-;-;1;1;-;5
"260430 Cedro";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"260440 Chã de Alegria";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260450 Chã Grande";-;-;-;-;1;1;-;1;-;-;-;1;-;4
"260460 Condado";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"260470 Correntes";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260480 Cortês";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"260490 Cumaru";-;-;-;-;-;1;1;-;-;1;-;-;-;3
"260500 Cupira";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"260510 Custódia";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"260515 Dormentes";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"260520 Escada";-;-;-;-;-;1;-;-;-;2;-;2;-;5
"260530 Exu";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"260540 Feira Nova";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"260545 Fernando de Noronha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260560 Flores";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"260570 Floresta";-;1;-;-;1;3;1;-;-;-;-;-;-;6
"260580 Frei Miguelinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260590 Gameleira";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"260600 Garanhuns";-;-;-;1;1;3;2;1;2;1;-;4;-;15
"260610 Glória do Goitá";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260620 Goiana";-;-;1;-;1;2;2;3;-;-;-;1;-;10
"260630 Granito";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260640 Gravatá";-;-;-;1;1;-;-;-;2;-;1;3;-;8
"260650 Iati";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"260660 Ibimirim";-;1;-;-;-;-;-;-;-;-;1;-;-;2
"260670 Ibirajuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"260680 Igarassu";1;-;-;-;2;2;2;3;2;1;3;1;-;17
"260690 Iguaracy";-;-;-;-;-;-;1;1;1;1;-;1;-;5
